,Unnamed: 0,Name,Brand,Rating,BestSeller,AmazonChoice,Comments,Price,Stars
1294,1294,My Felt Doll: Easy sewing patterns for wonderfully whimsical dolls,0,277 ratings,0,0,0,0.0,4.8 out of 5
1296,1296,"MECCANIXITY Embroidery Hoop Frame 4x3 Inch Oval Imitated Wood Cross-Stitch Ring for Art Craft Sewing Ornament, Pack of 2",Visit the Klutz Store,2 ratings,0,1,0,16.61,4.7 out of 5
1300,1300,"SGHUO 6-Tier Stackable Storage Container Box with 60 Compartments, Plastic Toys Organizer Case for Dolls, Arts and Craft, Fuse Beads, Washi Tape, Rock Collection, Ribbons, 9.5L x 6.5W x 13.7H Inches",Visit the WATINC Store,262 ratings,0,1,0,11.99,4.5 out of 5
1301,1301,"MyGift 10-Inch Clear Blue Portable First Aid Box Organizer, Multipurpose Plastic Sewing Box, Tool Box, Crafts and Supplies Storage Case with Handle and Removable Tray",Visit the HITOPTY Store,262 ratings,0,0,0,13.99,5 out of 5
1303,1303,"3-Pack Make A Wind Chime Kits - Arts & Crafts Construct & Paint Wind Powered Musical Chime DIY Gift for Kids, Boys & Girls",Visit the Galt Store,19 ratings,0,1,6 answered questions,25.99,4.5 out of 5
1305,1305,"Rolling Sewing Machine Case, CAB55 Detachable Rolling Sewing Machine Carrying Case on Wheels, Trolley Tote Bag with Removable Bottom Wooden Board for Most Standard Sewing Machine and Accessories",Visit the ALEX Toys Store,"4,541 ratings",0,1,31 answered questions,19.08,4.6 out of 5
1307,1307,My Felt Doll: Easy sewing patterns for wonderfully whimsical dolls,0,"4,541 ratings",0,0,0,0.0,4.4 out of 5
1308,1308,My Felt Doll: Easy Patterns for Wonderfully Whimsical Dolls,Brand: Hipiwe,33 ratings,0,0,0,11.99,4.3 out of 5
1309,1309,5pcs Flower Patches Sequins Embroidery Arts Crafts Sewing Patches(Diameter：3.2inch/8cm ) (Lake Blue),Brand: JOYAHO,"2,321 ratings",0,0,0,6.99,4.5 out of 5
1310,1310,"Earthwise Art & Crafts Supplies Storage Bag Organizer Container with 16 Compartments Multi Functional for Storing, Beads, Yarn and More",Visit the Simplicity Store,"2,321 ratings",0,0,12 answered questions,9.91,4.4 out of 5
1311,1311,"White Kraft Arts and Crafts Paper Roll – 2 Pack of 18” x 75’ (900 Inch) Rolls - Ideal for Paints, Wall Art, Easel Paper, Fadeless Bulletin Board Paper, Gift Wrapping Paper & Kids Crafts - Made in USA",Visit the JJRING Store,"2,321 ratings",0,0,0,18.99,5 out of 5
1313,1313,"mDesign Plastic Divided Art and Craft Storage Organizer Caddy Tote Bin with Handle for Home Office and Living Room - Holds Pencils, Crayons, Sewing Supplies - Lumiere Collection, Light Yellow",Brand: Hisuper,1 rating,0,0,0,8.64,4.7 out of 5
1314,1314,Sewing For Kids: 30 Fun Projects to Hand and Machine Sew,0,"8,375 ratings",0,0,0,0.0,4.4 out of 5
1315,1315,Sewing For Kids: 30 Fun Projects to Hand and Machine Sew,0,"8,375 ratings",0,0,0,0.0,4.4 out of 5
1316,1316,BIHRTC 4.5 Inch Scissors Embroidery Scissors Stainless Steel Sharp Stork Crane Sewing Scissors Gold DIY Tools Small Shears Scissors for Sewing Craft Art Work & Everyday Use,0,"8,375 ratings",0,0,0,0.0,4.4 out of 5
1318,1318,"Feltcolor Puppy Craft Kit for Kids – DIY Crafting and Sewing Set Dog Stuffed Animal Felt Plushie for Girls and Boys Educational Beginners Sewing Set, Learn to Sew Kit 7-12",Visit the Craftorama Store,"59,562 ratings",0,1,0,24.97,4.8 out of 5
1319,1319,Interweave Press Simple Modern Sewing: 8 Basic Patterns to Create 25 Favorite Garments,Visit the Creative Kids Store,"59,562 ratings",0,1,0,17.99,4.7 out of 5
1320,1320,"Sew Mini Dinosaur Plushies Craft Kit for Kids – Sew and Stuff 14 Dinosaur Themed Mini Plushies for Girls and Boys, Sewing Craft for Beginners, Learn to Sew Arts and Crafts Set, Pre-Punched Sewing Kit",Brand: Kuscul,110 ratings,0,0,0,11.99,0
1321,1321,OwnMy 3-Layers Plastic Craft Storage Box Art Supply Box Emergency Kit Empty Box with Handle - Portable Lockable Storage Container Tool Organizer Sewing Supplies Bin Folding Craft Box for Home Office,Visit the Glittery Garden Store,17 ratings,0,1,0,18.95,4.4 out of 5
1322,1322,3 Pack Clear Acrylic Vinyl Roll Storage Rack 20 Holes Transparent Lightweight Sturdy Vinyl Roll Holder Organizer Easy to Assemble Craft Paper Roll Display Stand for Art Room Decor,0,17 ratings,0,0,0,0.0,4.1 out of 5
1323,1323,"STERILITE 14028606 Art Furniture and Storage, Multicolor - 2 PACK",Brand: Pletpet,17 ratings,0,0,0,23.59,0
1326,1326,"Craft Sewing Kit for Teens Ages 6-8-12, Learn to Make Your Own Woodland Felt Animals First Sew Kit Beginner DIY Arts Set, Plush Craft Easy Sewing Stuffed Animals for Kids Boys Girls",Visit the WORKLION Store,"4,476 ratings",0,1,70 answered questions,24.97,4.8 out of 5
1328,1328,"Rustark 650Pcs White Series Resin Buttons Favorite Findings Basic Buttons 2 and 4 Holes Craft Buttons for Arts, DIY Crafts, Decoration, Sewing - Sizes Range from 0.28 to 1.18 Inch",Visit the Thornton's Art Supply Store,19 ratings,0,0,14 answered questions,0.0,4.7 out of 5
1330,1330,"WTNC DIY Embroidery Kit for Beginners Adults with Flowers Pattern, Transparent Classic Cross Stitch Set with Bamboo Hoop, Art Craft Handy Sewing Kits for Home Wall Decor 4 Packs (Pattern A)",Visit the SGHUO Store,11 ratings,0,0,4 answered questions,13.99,4.5 out of 5
1332,1332,"Craft Sewing Kit for Teens Ages 6-8-12, Learn to Make Your Own Woodland Felt Animals First Sew Kit Beginner DIY Arts Set, Plush Craft Easy Sewing Stuffed Animals for Kids Boys Girls",Visit the Yesland Store,"3,388 ratings",0,0,0,25.97,0
1333,1333,"11 Pack Space Sewing Craft Kit for Children Adopt Felt Plush DIY Sewing Art Kids Educational Toys, Solar System Theme for Girls and Boys Educational Beginners Sewing",Visit the HULASO Store,"3,388 ratings",0,0,0,19.99,4.6 out of 5
1335,1335,"mDesign Home Organization Labels - Preprinted Label Stickers for Craft Room Storage and Cleaning - Household Organizing for Jars, Canisters, Containers, Bins, and Boxes - 24 Count - Clear/Black/Image",0,80 ratings,0,0,0,0.0,4 out of 5
1336,1336,"Forapid 3 PCS Multipurpose Mini Sewing Scissors High Carbon Steel Yarn Thread Clippers for Sewing, Upholstery, Dressmaking, Arts and Crafts, Fishing, Gardening",0,80 ratings,0,0,0,0.0,4 out of 5
1337,1337,"COLINCH Expandable Storage Box Hangable Building Blocks, Office Supllies, Arts Crafts, Sewings, Hardware, Medicines Organizer Bins Portable Arts Crafts Organizer Case with Dividers (5 Drawers)…",0,22 ratings,0,0,0,0.0,4 out of 5
1338,1338,Half Yard™ Spring Collection: Debbies top 40 half yard projects for spring sewing,Visit the JJRING Store,22 ratings,0,0,0,16.99,5 out of 5
1340,1340,"Rotary Cutter, 45mm Rotary Cutter for Fabric, Rotary Fabric Cutter with Safety Lock, Included Extra 10 Pack 45mm Replacement Blades, Ergonomic Rotary Cutter Tool for Quilting Sewing Arts Crafts",Visit the ZEAYEA Store,"39,734 ratings",0,0,0,21.99,3.8 out of 5
1341,1341,"DAFA Professional 24"" x 18"" Self-Healing, Double-Sided Cutting Mat, Rotary Blade Compatible, (36x24), (24x18), (18x12), (12x9) Sizes, for Sewing, Quilting, Arts & Crafts",Brand: Serabeena,"39,734 ratings",0,0,6 answered questions,19.99,4.6 out of 5
1342,1342,"mDesign Stackable Plastic Craft, Sewing, Crochet Storage Container Box with Lid - Compact Organizer and Holder for Thread, Beads, Ribbon, Glitter, Clay - 2 Pack, Includes 32 Labels - Light Gray/Clear",Visit the CraftLab Store,"39,734 ratings",0,1,5 answered questions,23.97,4.5 out of 5
1344,1344,Unicorn Felt Sewing Kit DIY Art Craft Kits Donut Rainbow Cloud Shooting Star Handmade Gifts Supplies for Kids Boys Girls,Visit the CiyvoLyeen Store,"43,720 ratings",0,1,0,24.69,4.6 out of 5
1345,1345,"Baker Ross AT185 Christmas Hand Puppet Sewing Kits - Pack Of 4, Festive Arts And Crafts, assorted",Visit the US Art Supply Store,"12,156 ratings",0,0,22 answered questions,7.99,4.6 out of 5
1347,1347,Picture Dictionary of Hand Embroidery Stitches (Sarah’s Hand Embroidery Tutorials),Brand: Super Z Outlet,"12,156 ratings",0,0,0,6.99,4.5 out of 5
1350,1350,"Baker Ross EF892 Colored Plastic Needles - Pack of 50, Kids Sewing Kit and Embroidery Kits for Beginners. Great for Kids Art Activities and Projects",Visit the Toylogy Store,240 ratings,0,0,0,14.99,4.6 out of 5
1354,1354,"130 Mini Sewing Kit, Southsun DIY Premium Sewing Supplies for Kids, Beginner, Travel, Emergency with Scissors, Thimble, Thread, Needles, Tape Measure, Carrying Case and Accessories",0,24 ratings,0,0,0,0.0,4.1 out of 5
1357,1357,"Pinwheel Crafts Panda Pillow Kit,Stuffed Animal Arts and Crafts for Kids Ages 8-12, Make Your Own Stuffed Animals for Girls, Kids Pillow Sewing Kit for Kids, Panda Plush Crafts for Boys Ages 8-12",Visit the Tosnail Store,1 rating,0,1,0,17.99,4.6 out of 5
1358,1358,"Giant Art Case Set of 1600+ Pc.– Arts and Crafts Supplies for Kids 6+ – DIY Projects Case Filled with Pom Pom Box Craft Kit Library, Beads, Buttons, Scissors, and Pipe Cleaners with Easy Instructions",Visit the CRAFTILOO Store,1 rating,0,0,0,24.99,4.5 out of 5
1359,1359,"Zxiixz 100 PCS Pipe Cleaners, White Chenille Stems Creative Craft Pipe Cleaners for Crafts Decorations, Boutiques, Sewing, Weddings, Home",Visit the Simplicity Store,454 ratings,0,0,0,9.05,4.6 out of 5
1363,1363,The Sandman,0,8 ratings,0,0,0,0.0,4.4 out of 5
1364,1364,Beginner's Mind: Words + Music | Vol. 13,0,88 ratings,0,0,0,0.0,4.4 out of 5
1365,1365,Beginner's Mind (Words + Music),0,88 ratings,0,0,0,0.0,4.4 out of 5
1366,1366,"We Are Legion (We Are Bob): Bobiverse, Book 1",Visit the CiyvoLyeen Store,12 ratings,0,0,0,21.99,4.8 out of 5
1367,1367,We Are Legion (We Are Bob) (Bobiverse Book 1),0,12 ratings,0,0,0,0.0,0
1370,1370,A Mind of Her Own,Visit the WORKLION Store,11 ratings,0,1,70 answered questions,9.99,4.8 out of 5
1372,1372,For We Are Many (Bobiverse Book 2),Visit the FabricLA Store,2 ratings,0,0,24 answered questions,29.9,4.7 out of 5
1373,1373,For We Are Many (Bobiverse),Visit the JJRING Store,108 ratings,0,0,0,28.99,5 out of 5
1378,1378,"All These Worlds: Bobiverse, Book 3",Brand: Tribello,"13,083 ratings",0,0,0,19.99,4.6 out of 5
1379,1379,All These Worlds (Bobiverse Book 3),Visit the Sumind Store,917 ratings,0,0,0,11.99,4.7 out of 5
1382,1382,Originals: How Non-Conformists Move the World,Visit the Tosnail Store,"70,424 ratings",0,0,0,22.99,4.4 out of 5
1383,1383,Originals: How Non-Conformists Move the World,0,"70,424 ratings",0,0,0,0.0,3.5 out of 5
1384,1384,Originals: How Non-Conformists Move the World,0,"70,424 ratings",0,0,0,0.0,3.5 out of 5
1385,1385,Treasure Island: An Audible Original Drama,Visit the Simplicity Store,7 ratings,0,0,0,9.05,4.6 out of 5
1386,1386,6 Sleep Myths Debunked,Visit the C.S.KIDS Store,13 ratings,0,0,0,5.5,4.5 out of 5
1388,1388,The Sisters,Brand: Fokanlo,"1,818 ratings",0,1,0,10.99,4.7 out of 5
1390,1390,The Sandman: Act II,Visit the Craft-tastic Store,"1,818 ratings",0,0,6 answered questions,17.14,4.7 out of 5
1393,1393,Midnight Son,Brand: BTSKY,7 ratings,0,0,0,22.99,3.8 out of 5
1395,1395,Take Control of Your Life: How to Silence Fear and Win the Mental Game,Visit the FabricLA Store,10 ratings,0,0,24 answered questions,29.9,4.7 out of 5
1396,1396,Take Control of Your Life: How to Silence Fear and Win the Mental Game,0,10 ratings,0,0,0,0.0,4.6 out of 5
1397,1397,Agent 355,0,34 ratings,0,0,0,0.0,4.6 out of 5
1400,1400,The Original Bambi: The Story of a Life in the Forest,Visit the Toylogy Store,254 ratings,0,0,0,14.99,4.6 out of 5
1402,1402,Second Skin: Audible Original Novella,Brand: Findfly,109 ratings,0,0,0,8.09,4.4 out of 5
1403,1403,Second Skin: Audible Original Novella,Visit the MAKER AND MARKET Store,109 ratings,0,0,0,17.95,4.7 out of 5
1405,1405,The Original Adventures of Hank the Cowdog (Hank the Cowdog (Quality)),Brand: Baker Ross,1 rating,0,0,0,9.95,5 out of 5
1406,1406,The Original Adventures of Hank the Cowdog,0,4 ratings,0,0,0,0.0,4.6 out of 5
1407,1407,"Harry Potter and the Sorcerer's Stone, Book 1",0,"42,466 ratings",0,0,0,0.0,4.6 out of 5
1408,1408,Harry Potter and the Sorcerer's Stone,Brand: AMOPRO,"42,466 ratings",0,0,0,29.99,4.4 out of 5
1409,1409,Harry Potter and the Sorcerer's Stone,Visit the Pinwheel Crafts Store,"42,465 ratings",0,1,0,24.95,4.3 out of 5
1410,1410,Tell Me Lies,Visit the Liangduo Store,8 ratings,0,0,0,21.89,4.4 out of 5
1411,1411,Tell Me Lies,Brand: Tutengelctri,8 ratings,0,0,0,16.99,0
1412,1412,The Greatest Menace: Inside the Gay Prison Experiment,Visit the C.S.KIDS Store,"7,131 ratings",0,0,0,22.99,5 out of 5
1415,1415,"Flesh into Fire: Original Sin, Book 3",Visit the Sauder Store,"3,961 ratings",0,0,132 answered questions,0.0,4.6 out of 5
1417,1417,Flesh Into Fire (Original Sin),0,"1,364 ratings",0,0,0,0.0,4 out of 5
1418,1418,Lux: A Texas Reckoners Novel,0,"1,364 ratings",0,0,0,0.0,4 out of 5
1421,1421,The Summer I Turned Pretty,Visit the CiyvoLyeen Store,781 ratings,0,1,3 answered questions,24.99,4.6 out of 5
1422,1422,"The Summer I Turned Pretty (Summer I Turned Pretty, The)",Brand: FSWCCK,781 ratings,0,0,0,9.99,4.8 out of 5
1424,1424,The Man on the Mountaintop: An Audible Original Drama,Brand: OELFFOW,19 ratings,0,0,0,9.99,4.3 out of 5
1427,1427,We'll Always Have Summer (Summer Series Book 3),Brand: CRAFTSBEE,"2,582 ratings",0,0,3 answered questions,24.97,4.7 out of 5
1428,1428,Gather ‘Round the Sound: Holiday Stories from Beloved Authors and Great Performers Across the Globe,Brand: Baker Ross,"2,582 ratings",0,1,0,11.82,4.3 out of 5
1430,1430,"The Traitor Queen: Bridge Kingdom, Book 2",0,439 ratings,0,0,0,0.0,4.3 out of 5
1431,1431,The Traitor Queen First Edition,0,439 ratings,0,0,0,0.0,4.3 out of 5
1433,1433,Dune,Brand: PAPERDOT ELEMENTS,238 ratings,0,0,0,24.99,4.3 out of 5
1435,1435,Dune,Brand: Harrycle,238 ratings,0,0,0,20.99,4.5 out of 5
1436,1436,"Murder, We Spoke",Visit the Bryco Goods Store,9 ratings,0,0,15 answered questions,24.97,4.6 out of 5
1438,1438,Rickey: The Life and Legend of an American Original,Visit the Koltose by Mash Store,155 ratings,0,0,0,19.45,4.2 out of 5
1439,1439,Rickey: The Life and Legend of an American Original,0,155 ratings,0,0,0,0.0,4.6 out of 5
1440,1440,The Original,0,"13,083 ratings",0,0,0,0.0,4.6 out of 5
1442,1442,Heaven's River,Visit the Craftorama Store,781 ratings,0,0,0,24.97,4.7 out of 5
1443,1443,Heaven's River,0,781 ratings,0,0,0,0.0,4.3 out of 5
1444,1444,The Coldest Case: A Black Book Audio Drama,0,781 ratings,0,0,0,0.0,4.3 out of 5
1445,1445,The Coldest Case: A Black Book Audio Drama,Visit the MAKER AND MARKET Store,"70,426 ratings",0,0,0,17.95,4.7 out of 5
1446,1446,Bitter Brew,Visit the ArtBin Store,"70,426 ratings",0,0,0,11.89,4.7 out of 5
1447,1447,Bitter Brew,Brand: GOGOOX,"70,426 ratings",0,0,0,17.97,4.5 out of 5
1448,1448,"Junkyard Cats: Shining Smith, Book 1",Brand: BaoQiu,5 ratings,0,0,0,18.99,4.3 out of 5
1451,1451,Carnival Row: Tangle in the Dark,Visit the eZAKKA Store,10 ratings,0,0,0,9.8,4.4 out of 5
1452,1452,Carnival Row: Tangle in the Dark,Visit the Four Seasons Crafting Store,7 ratings,0,0,10 answered questions,19.99,4.6 out of 5
1454,1454,American Girl: A Novel,Brand: BIHRTC,13 ratings,0,0,0,6.99,4.5 out of 5
1456,1456,"Harry Potter and the Order of the Phoenix, Book 5",0,"1,818 ratings",0,0,0,0.0,4.7 out of 5
1458,1458,Harry Potter and the Order of the Phoenix (Book 5),Visit the Made By Me Store,7 ratings,0,0,43 answered questions,24.99,4.5 out of 5
1461,1461,Jurassic Park: A Novel,Visit the HearthSong Store,10 ratings,0,0,0,24.98,4.3 out of 5
1463,1463,Jurassic Park: A Novel,Brand: TSGYRT,10 ratings,0,0,0,18.99,0
1464,1464,Stepping into the Wizarding World,Visit the Coola Store,34 ratings,0,0,0,23.99,0
1465,1465,"The Case of the Damaged Detective: 5-Minute Sherlock, Book 1",Brand: Royal7,34 ratings,0,0,4 answered questions,14.49,4.4 out of 5
1468,1468,Cesar Millan's Guide to Audiobooks for Dogs,0,254 ratings,1,0,0,0.0,0
1472,1472,"Junkyard Bargain (Shining Smith, 2)",Visit the Toylogy Store,254 ratings,0,0,0,14.99,4.6 out of 5
1474,1474,"The Law: A Dresden Files Novella (Dresden Files, Book 17.5)",Brand: Stary City,7 ratings,0,0,0,8.99,4.8 out of 5
1475,1475,Tell Her Story: A Novella,Brand: Ayzololo,7 ratings,0,0,4 answered questions,25.98,3 out of 5
1476,1476,"Original Gangstas: The Untold Story of Dr. Dre, Eazy-E, Ice Cube, Tupac Shakur, and the Birth of West Coast Rap",Brand: YOCOMEY,7 ratings,0,0,0,22.99,4 out of 5
1478,1478,Original Gangstas,Brand: MLOQI,"7,133 ratings",0,0,5 answered questions,17.99,4.4 out of 5
1479,1479,The Book of Baraka,Visit the HONBAY Store,"42,466 ratings",0,1,0,7.49,4.6 out of 5
1481,1481,The Tribes: A Novel,Visit the Kid Made Modern Store,"42,466 ratings",0,1,13 answered questions,39.99,4.8 out of 5
1482,1482,Caffeine: How Caffeine Created the Modern World,0,408 ratings,0,0,0,0.0,4.7 out of 5
1483,1483,Caffeine: How Caffeine Created The Modern World,0,408 ratings,0,0,0,0.0,4.7 out of 5
1484,1484,"Level Five: Killday, Book 1",Brand: SUNSUNSTAR,408 ratings,0,0,0,9.99,0
1485,1485,"Level Five (Killday, 1)",Visit the Coola Store,1 rating,0,0,0,23.99,0
1486,1486,"Doctor Who: Tales of Time and Space: 1st, 2nd, 3rd, 4th, 6th, 8th, 11th Doctor Audio Originals",Visit the Creative Store,"3,962 ratings",0,1,0,53.68,4.7 out of 5
1488,1488,Oracle,Brand: BetyBedy,"3,962 ratings",0,1,0,4.58,4.6 out of 5
1489,1489,Oracle,Brand: TABABAO,23 ratings,0,0,6 answered questions,14.99,4.2 out of 5
1490,1490,Billy Kelly: This Is a Family Show!,Visit the US Art Supply Store,8 ratings,0,0,37 answered questions,0.0,4.6 out of 5
1491,1491,Billy Kelly: This Is a Family Show!,Visit the Itcaoseklu Store,8 ratings,0,0,4 answered questions,19.19,4.4 out of 5
1492,1492,Cesar Millan's Guide to Bringing Home a Shelter Dog,Visit the Kingrol Store,49 ratings,0,0,0,20.99,4.5 out of 5
1493,1493,Pieds sur terre et tête en l'air. Le Pilote: Sur le chemin de tes bras,0,121 ratings,0,0,0,0.0,4.2 out of 5
1494,1494,"Seatmate: Love Lines, Book 3",0,121 ratings,0,0,0,0.0,4.2 out of 5
1495,1495,Eve of Redemption: Books 1-6: An Epic Fantasy Boxed Set,Brand: Baaxxango,121 ratings,0,0,0,7.99,4.6 out of 5
1496,1496,Eve of Redemption: Books 1-6: (An Epic Fantasy Boxed Set) (Eve of Redemption Box Sets Book 1),Brand: Catcan,"3,614 ratings",0,0,0,23.59,0
1498,1498,In the Heart of the Fire (Nameless: Season One Book 1),Visit the Badge-A-Minit Store,"3,614 ratings",0,0,23 answered questions,49.95,4 out of 5
1499,1499,"The Rising: The Rising, Book 4",Brand: Sewing Gifts For Sewing Lovers & Seamstress Gifts,18 ratings,0,0,0,17.98,How confident are you in finding a size that will fit you well?
1500,1500,The Rising,Brand: MONICUT,18 ratings,0,0,0,19.99,4.7 out of 5
1501,1501,The Rising,Visit the CiyvoLyeen Store,121 ratings,0,1,0,24.69,4.6 out of 5
1502,1502,How to Win Friends & Influence People,0,121 ratings,0,0,0,4.68,0
1503,1503,How to Win Friends & Influence People,0,121 ratings,0,0,0,0.0,0
1504,1504,How to win friends and Influence People,0,18 ratings,0,0,0,0.0,0
1506,1506,"The Plan Commences: The Rising, Book 2",0,7 ratings,1,0,0,0.0,0
1507,1507,"The Plan Commences (The Rising, 2)",Visit the Tacobear Store,7 ratings,0,1,10 answered questions,26.98,4.5 out of 5
1509,1509,The Original Folk and Fairy Tales of the Brothers Grimm: The Complete First Edition,0,400 ratings,0,0,0,0.0,0
1510,1510,The Original Folk and Fairy Tales of the Brothers Grimm: The Complete First Edition,Visit the CraftLab Store,400 ratings,0,1,5 answered questions,23.97,4.5 out of 5
1511,1511,"The Midnight Orchestra: The Mystwick School of Musicraft, Book 2",Brand: Creativebug.com,400 ratings,0,0,0,0.0,0
1512,1512,The Midnight Orchestra (A Mystwick School Novel),Brand: Happy Librarian Inc,15 ratings,0,0,0,31.99,How confident are you in finding a size that will fit you well?
1513,1513,The Midnight Orchestra (A Mystwick School Novel),Visit the Yesland Store,15 ratings,0,0,0,25.97,0
1515,1515,The Book of the Dead: The History and Legacy of Ancient Egypt’s Famous Funerary Texts,Visit the US Art Supply Store,"2,498 ratings",0,0,22 answered questions,7.99,4.6 out of 5
1516,1516,The Book of the Dead: The History and Legacy of Ancient Egypt’s Famous Funerary Texts,Visit the Four Seasons Crafting Store,"2,498 ratings",0,0,6 answered questions,19.99,4.5 out of 5
1517,1517,Interview with the Robot,Visit the DEVELOPE BY PLAY Store,1 rating,0,0,0,59.98,4.7 out of 5
1518,1518,Interview with the Robot,Visit the Sensational Sewing Store,1 rating,0,0,0,39.99,4.6 out of 5
1524,1524,Destiny of Dragons (The Legacy of Dragons),Visit the Lunarable Store,12 ratings,0,0,4 answered questions,25.95,4 out of 5
1525,1525,The 10X Mentor,0,12 ratings,0,0,0,0.0,4.4 out of 5
1529,1529,Outlander,Visit the eZthings Store,19 ratings,0,0,7 answered questions,11.99,4 out of 5
1530,1530,"Living the Lakota Way: Learning from the Land, the Spirits, and Our Ancestors",Visit the WORKLION Store,6 ratings,0,1,70 answered questions,9.99,4.8 out of 5
1531,1531,"Living the Lakota Way: Learning from the Land, the Spirits, and Our Ancestors",Brand: BamLue,"10,763 ratings",0,0,6 answered questions,8.99,4.7 out of 5
1534,1534,Pippi Longstocking,0,369 ratings,0,0,0,0.0,4.7 out of 5
1535,1535,Pippi Longstocking,0,369 ratings,0,0,0,0.0,4.7 out of 5
1538,1538,"Stolen Girl: Silent Child, Book 2",Visit the CRAFTILOO Store,26 ratings,0,0,0,11.98,3.6 out of 5
1540,1540,Stolen Girl: Silent Child Book Two,Visit the EarthWise Store,1 rating,0,0,0,29.99,4.5 out of 5
1541,1541,"Catch Me When I Fall: Falling Stars, Book 2",Brand: MotBach,1 rating,0,0,0,11.99,3.9 out of 5
1542,1542,Catch Me When I Fall (Falling Stars),Visit the WORKKEEP Store,176 ratings,0,0,0,5.99,4.7 out of 5
1544,1544,The Easy and Original Hypnotic Gastric Band: International Best-Selling Hypnosis Audio,Brand: BTSKY,706 ratings,0,0,0,22.99,3.8 out of 5
1545,1545,Compete to Create: An Approach to Living and Leading Authentically,Brand: Insnug,706 ratings,0,0,6 answered questions,28.98,4.1 out of 5
1549,1549,Code Talker: The First and Only Memoir By One of the Original Navajo Code Talkers of WWII,Visit the Colorations Store,8 ratings,0,0,0,19.87,4.2 out of 5
1550,1550,The Song Flap It Out,Brand: IDEEMA,8 ratings,0,0,7 answered questions,16.89,1 out of 5
1551,1551,A Course in Miracles: Original Edition Text,Visit the C.S.KIDS Store,8 ratings,0,0,0,23.99,4.7 out of 5
1552,1552,Course in Miracles: Original Edition Text - Pocket,0,8 ratings,0,0,0,0.0,4 out of 5
1553,1553,A Course in Miracles: Original Edition Text - Pocket,0,2 ratings,0,0,0,0.0,4 out of 5
1554,1554,The Mystwick School of Musicraft,0,"1,006 ratings",0,0,0,0.0,4 out of 5
1555,1555,The Mystwick School Of Musicraft,Visit the Simplicity Store,"1,006 ratings",0,0,0,8.48,4.6 out of 5
1557,1557,Screwball,Brand: Laugh Cat,13 ratings,0,0,0,49.99,0
1561,1561,"In the Heart of the Fire: Nameless: Season One, Book 1",Brand: Trfoot,49 ratings,0,0,0,18.99,4.4 out of 5
1562,1562,In the Heart of the Fire (Nameless: Season One Book 1),Visit the CiyvoLyeen Store,"55,494 ratings",0,0,0,18.99,4.6 out of 5
1565,1565,Catch Me When I Fall,0,4 ratings,0,0,0,0.0,4.1 out of 5
1571,1571,Project Kawayan,Visit the WATINC Store,"10,558 ratings",0,0,0,9.99,3.3 out of 5
1572,1572,"The Dented Head of Joey Pigza: The Hidden Files of Joey Pigza, Book 1",Visit the MALLMALL6 Store,2 ratings,0,0,0,19.99,4.4 out of 5
1573,1573,"Dented Head of Joey Pigza, The (The Hidden Files of Joey Pigza)",Visit the Alloyseed Store,2 ratings,0,0,0,10.59,4.4 out of 5
1574,1574,The Year of Magical Thinking,Visit the MOBICUS Store,23 ratings,0,0,9 answered questions,10.99,4.2 out of 5
1577,1577,The Original Folk and Fairy Tales of the Brothers Grimm: The Complete First Edition,Visit the Fashion Angels Store,13 ratings,0,0,73 answered questions,11.03,4.7 out of 5
1579,1579,The Original Folk and Fairy Tales of the Brothers Grimm: The Complete First Edition,Visit the mDesign Store,"25,848 ratings",0,0,0,31.99,4.6 out of 5
1580,1580,"The Midnight Orchestra: The Mystwick School of Musicraft, Book 2",0,"25,848 ratings",0,0,0,0.0,4.6 out of 5
1582,1582,The Midnight Orchestra (A Mystwick School Novel),0,"4,644 ratings",0,0,0,0.0,4.8 out of 5
1583,1583,The Book of the Dead: The History and Legacy of Ancient Egypt’s Famous Funerary Texts,0,"4,644 ratings",0,0,0,0.0,4.8 out of 5
1585,1585,The Book of the Dead: The History and Legacy of Ancient Egypt’s Famous Funerary Texts,Visit the CraftLab Store,121 ratings,0,0,8 answered questions,21.97,4.7 out of 5
1586,1586,Interview with the Robot,Brand: Wildflower Toys,121 ratings,0,1,0,17.99,4.5 out of 5
1589,1589,"The Case of the Haunted Haunted House: 5-Minute Sherlock, Book 2",Brand: DAOST,356 ratings,0,0,0,26.99,4.4 out of 5
1595,1595,The Space Race: An Audible Original,0,9 ratings,0,0,0,0.0,5 out of 5
1596,1596,"The Midnight Orchestra: The Mystwick School of Musicraft, Book 2",Visit the YYCRAFT Store,13 ratings,0,0,0,15.99,4.5 out of 5
1598,1598,The Midnight Orchestra (A Mystwick School Novel),Brand: UrSIM,96 ratings,0,0,0,14.99,4.5 out of 5
1599,1599,"Memories of Tomorrow: Nameless: Season One, Book 6",Visit the CiyvoLyeen Store,96 ratings,0,0,0,23.99,4.6 out of 5
1600,1600,Memories of Tomorrow (Nameless: Season One Book 6),Brand: Weewooday,29 ratings,0,0,0,11.99,3.5 out of 5
1601,1601,"Outlander: Outlander, Book 1",Visit the HITOPTY Store,29 ratings,0,0,0,10.77,4.6 out of 5
1603,1603,Outlander,Visit the eZAKKA Store,136 ratings,0,0,0,9.8,4.4 out of 5
1604,1604,"Fight and Flight: Magic 2.0, Book 4",0,136 ratings,0,0,0,0.0,4.8 out of 5
